Gene,nASD,rASD,min_lFDR,TADA p-value,Netscore,Annotation
TPPP3,yes,no,0.273730024,0.142,37.00266045,0
RGP1,yes,no,0.275989769,0.229,32.96094394,0
AAAS,yes,no,0.276236307,0.193,47.49304849,0
MEAF6,yes,no,0.277061453,0.136,91.02598495,0
AFAP1L2,yes,no,0.277214297,0.0609,17.84461003,0
PLDN,yes,no,0.277454709,0.126,146.5381405,0
PPP1CC,yes,no,0.277530452,0.414,113.5643361,0
PHF6,yes,no,0.278410752,0.13,133.1387512,0
CHGB,yes,no,0.278825487,0.0818,16.14984727,0
FEM1C,yes,no,0.278925369,0.129,157.5307596,0
CDKN1B,yes,no,0.279747323,0.13,88.27739997,0
YAF2,yes,no,0.28038738,0.128,133.5526143,0
FBXL19,yes,no,0.281281226,0.232,65.14002546,0
ASF1B,yes,no,0.282424689,0.0591,36.09596528,0
PPARD,yes,no,0.282615779,0.0612,4.010998689,0
CSDE1,yes,no,0.282684768,0.1,29.38594791,1
CRB1,yes,no,0.283287088,0.1042,38.63684545,0
ITSN1,yes,no,0.283758612,0.0796,31.54036008,0
RPN2,yes,no,0.283966371,0.1007,61.1312675,0
HMGCR,yes,no,0.285103306,0.157,55.46042181,0
GPR115,yes,no,0.286159564,0.11,33.4685793,0
PLEKHB1,yes,no,0.286538451,0.158,20.66197535,0
VPS26B,yes,no,0.287817425,0.103,13.29929756,0
METTL9,yes,no,0.28899097,0.296,72.39556085,0
MC5R,yes,no,0.289089591,0.0816,22.03237678,0
ICT1,yes,no,0.289104969,0.175,34.81796945,0
ABTB2,yes,no,0.290387455,0.105,20.76515194,0
APLF,yes,no,0.290392132,0.1055,53.58863146,0
FOXC2,yes,no,0.290492114,0.063,5.296896563,0
SLC22A12,yes,no,0.291788005,0.106,13.5560796,0
ASB13,yes,no,0.292990336,0.159,38.07962727,0
CDKN2AIP,yes,no,0.29318327,0.132,95.78711867,0
SH3GL3,yes,no,0.294276422,0.0598,18.64615229,0
C1orf51,yes,no,0.294335449,0.0633,32.25826523,0
RAB11FIP4,yes,no,0.294577514,0.313,55.82315645,0
TFAP2C,yes,no,0.295557145,0.0617,42.31659717,0
ECD,yes,no,0.29596197,0.994,75.68081425,0
SEC22A,yes,no,0.296772894,0.108,30.44300719,0
GFPT1,yes,no,0.29690588,0.065,57.97670183,0
TMED5,yes,no,0.29813257,0.0853,24.13378477,0
GNPDA2,yes,no,0.298182794,0.135,160.1837502,0
PIK3R4,yes,no,0.299289683,0.1088,39.23077508,0
RSC1A1,yes,no,0.299457944,0.0656,1.50938666,0
GABRA2,yes,no,0.300071563,0.1094,38.91829482,0
AMFR,yes,no,0.300543963,0.126,86.76436833,0
CALCR,yes,no,0.301445434,0.116,23.26190018,0
CPSF2,yes,no,0.301994602,0.144,92.45095122,0
APC2,yes,no,0.303041801,0.415,57.69714471,0
CSRNP2,yes,no,0.304189171,0.141,168.9165678,0
APPL1,yes,no,0.304292407,0.112,7.22722384,0
SPCS3,yes,no,0.305567579,0.114,31.01431097,0
ROCK2,yes,no,0.305716505,0.0665,2.998746899,0
TTF1,yes,no,0.305796297,0.0871,12.57917712,0
GRM7,yes,no,0.306942507,0.116,111.4136825,0
OCRL,yes,no,0.307049596,0.146,104.1416455,0
CDC40,yes,no,0.308191348,0.14,94.78112369,0
MBNL3,yes,no,0.309346288,0.117,16.09540687,0
TMEM206,yes,no,0.309547483,0.176,62.75390575,0
GPR171,yes,no,0.30967133,0.166,49.51847757,0
SERPINB9,yes,no,0.310614274,0.182,14.96680036,0
SHANK1,yes,no,0.311853599,0.257,71.18582533,0
CHMP5,yes,no,0.311877385,0.119,38.90530625,0
VAPA,yes,no,0.31371071,0.145,137.5464206,0
COPG,yes,no,0.314390803,0.138,40.88313256,0
STAM2,yes,no,0.315656736,0.259,67.99951404,0
NAT2,yes,no,0.316907406,0.108,52.75482661,0
PPP1CB,yes,no,0.316914397,0.514,128.5616611,0
SUZ12,yes,no,0.318119015,0.152,130.2166429,0
CCT4,yes,no,0.318998305,0.118,64.96572017,0
ZKSCAN3,yes,no,0.319033206,0.0705,1.472077317,0
TRIO,yes,no,0.319406043,0.458,67.77774002,0
SLC6A13,yes,no,0.32022377,0.0761,40.2573479,0
KCNB2,yes,no,0.320309464,0.12,160.1714909,0
KIF4A,yes,no,0.320554145,0.07,33.32468178,0
C18orf32,yes,no,0.320649161,0.124,48.56837466,0
ZNF277,yes,no,0.321419747,0.148,189.916384,0
PAFAH1B2,yes,no,0.321617777,0.149,135.6590923,0
TDRD3,yes,no,0.321775999,0.157,138.5341836,0
C2orf44,yes,no,0.322916064,0.149,152.6684732,0
ZFP41,yes,no,0.324208877,0.155,39.13820294,0
GMFB,yes,no,0.324350256,0.314,29.96355459,0
SLC36A4,yes,no,0.325493819,0.12,35.30692951,0
PTDSS1,yes,no,0.325519554,0.217,142.0928991,0
MAST1,yes,no,0.325572496,0.402,47.44879587,0
SLC12A6,yes,no,0.326751285,0.098,11.57646876,0
CNOT8,yes,no,0.326775237,0.149,71.09917177,0
CTTNBP2,yes,no,0.328006225,0.1008,27.06154041,1
GPRIN1,yes,no,0.32804844,0.352,41.94781788,0
SEC24C,yes,no,0.329258328,0.204,31.43030334,0
KIF18A,yes,no,0.329317226,0.119,53.59645757,0
IER3IP1,yes,no,0.330454891,0.13,65.51761428,0
CCNB2,yes,no,0.330504758,0.076,49.90415039,0
PF4,yes,no,0.330592359,0.123,24.70977871,0
POLR2C,yes,no,0.331668151,0.139,57.31246713,0
NCBP2,yes,no,0.331743615,0.102,29.66736504,0
OR2D3,yes,no,0.331857976,0.123,16.02298665,0
ZNF131,yes,no,0.332025071,0.157,113.1383451,0
FAM49B,yes,no,0.332873227,0.325,33.71615827,0
ATPBD4,yes,no,0.332983871,0.103,130.9194743,0
DNAJC11,yes,no,0.333114183,0.123,2.384570821,0
HTT,yes,no,0.334071058,0.484151193,46.69533046,0
KIF23,yes,no,0.334233258,0.0782,47.50246481,0
GDI2,yes,no,0.334370281,0.124,62.71585378,0
DKK2,yes,no,0.334422954,0.0781,16.52027242,0
RHOA,yes,no,0.335263176,0.15,14.48112342,0
VDAC1,yes,no,0.335500245,0.128,47.7930724,0
DDX46,yes,no,0.335626162,0.125,22.12128042,0
HINT1,yes,no,0.33645753,0.132,18.78271483,0
MAP1LC3B,yes,no,0.337643442,0.132,42.98866785,0
FICD,yes,no,0.337984666,0.0794,1.409118944,0
SIGLEC7,yes,no,0.338037071,0.109,5.150770242,0
RBPJ,yes,no,0.338126172,0.128,116.1042688,0
PFDN1,yes,no,0.339300827,0.138,36.38355732,0
C12orf53,yes,no,0.339995415,0.21,50.61306625,0
ZNF416,yes,no,0.341163022,0.142,39.53453742,0
KCNK2,yes,no,0.341801192,0.11,43.28466426,0
IPMK,yes,no,0.342329986,0.334,50.65628662,0
NRN1,yes,no,0.343140594,0.13,32.41809808,0
PLAA,yes,no,0.34348994,0.134,85.59127605,0
GTF3C3,yes,no,0.344378523,0.195,192.3102446,0
PPM1G,yes,no,0.34464377,0.316,67.10033045,0
KIAA0513,yes,no,0.345616128,0.384,71.29062255,0
INTS7,yes,no,0.346847205,0.197,91.86152266,0
FAM118B,yes,no,0.347351659,0.169,150.1055393,0
HIST1H2AE,yes,no,0.348069988,0.135,34.42246034,0
MID1,yes,no,0.348076118,0.134,98.23029183,0
BMP6,yes,no,0.348507025,0.0895,37.65800058,0
NCDN,yes,no,0.349300443,0.133,13.30270448,0
ZNF223,yes,no,0.349657259,0.172,92.59040586,0
PLIN2,yes,no,0.35144839,0.279,67.50877398,0
TAS2R19,yes,no,0.35167142,0.117,17.83254352,0
MAS1L,yes,no,0.351729233,0.364,29.42446682,0
UCP2,yes,no,0.351953248,0.0843,106.5608166,0
CYP46A1,yes,no,0.352572324,0.0618,82.17098737,0
SYN1,yes,no,0.35293296,0.391,67.27699675,0
PLCD3,yes,no,0.353089709,0.0844,1.376069879,0
TIFA,yes,no,0.354129932,0.378,102.6572908,0
KLC1,yes,no,0.354221408,0.0847,45.2011826,0
C7orf49,yes,no,0.355319528,0.134,29.70035823,0
KBTBD7,yes,no,0.355347514,0.175,102.9373189,0
MUT,yes,no,0.355908979,0.579,58.74309121,0
NEFM,yes,no,0.356466257,0.233,50.19245611,0
NPR3,yes,no,0.356504321,0.136,158.6301317,0
FUT5,yes,no,0.357685021,0.135,11.02525328,0
AZI2,yes,no,0.358106622,0.243,156.2011628,0
SLC6A5,yes,no,0.358857578,0.135,18.76969693,0
C8orf45,yes,no,0.358967765,0.119,30.86130637,0
RIT2,yes,no,0.359202193,0.0629,109.8514194,0
NCAPG,yes,no,0.359791305,0.236,134.582307,0
H2AFY,yes,no,0.36016016,0.223,43.7811395,0
CAMSAP1,yes,no,0.360297702,0.523,19.11601028,0
EPC1,yes,no,0.361188761,0.136,20.68630684,0
YAP1,yes,no,0.361391519,0.142,16.65529266,0
SYT14,yes,no,0.36234472,0.136,23.70371156,0
POLR2H,yes,no,0.362478165,0.142,24.72601592,0
ADAP1,yes,no,0.362525366,0.12,42.35410131,0
NUP88,yes,no,0.363493832,0.328,100.312046,0
FKBP4,yes,no,0.363559234,0.152,51.2921993,0
GOLGA3,yes,no,0.364633452,0.527,71.63883059,0
GLCE,yes,no,0.364637276,0.138,109.2161609,0
PAQR8,yes,no,0.365705345,0.143,23.18136853,0
LHX2,yes,no,0.365777076,0.137,19.52853326,0
CLEC7A,yes,no,0.366031341,0.144,60.58469889,0
ZNF263,yes,no,0.366770301,0.143,2.079432577,0
TMEM178,yes,no,0.366909201,0.137,91.35891567,0
GULP1,yes,no,0.367460796,0.0622,30.83537271,0
BCL11B,yes,no,0.368043681,0.14,127.3647812,0
RSBN1,yes,no,0.368553749,0.186,182.5631649,0
UBL7,yes,no,0.368895679,0.0676,28.0995225,0
PIGS,yes,no,0.36994889,0.339,28.33198936,0
GATAD1,yes,no,0.370683094,0.124,27.9179185,0
SYF2,yes,no,0.370999,0.145,13.66242918,0
ATP5A1,yes,no,0.372042421,0.145,21.90167705,0
MAVS,yes,no,0.3725364,0.14,95.39788162,0
STXBP5,yes,no,0.37298942,0.0664,80.50126088,0
CGGBP1,yes,no,0.373087309,0.308,113.0821211,0
PARVB,yes,no,0.374058157,0.259,29.25777505,0
GRIK3,yes,no,0.374134895,0.126,32.33121563,0
CHMP6,yes,no,0.374759735,0.142,31.57089141,0
ARHGEF15,yes,no,0.375152887,0.095,4.938038313,0
SIGMAR1,yes,no,0.375159572,0.344,25.1197294,0
CLCA2,yes,no,0.376244501,0.217,60.7861661,0
USO1,yes,no,0.37721932,0.258,104.7777321,0
AKAP7,yes,no,0.378080053,0.146,70.80409925,0
FOXP2,yes,no,0.378659309,0.127,3.965311633,0
S1PR1,yes,no,0.379523666,0.22,31.3142378,0
DGKB,yes,no,0.379780124,0.128,5.323491998,0
FAM89B,yes,no,0.380281059,0.249,46.29504313,0
MINK1,yes,no,0.380284505,0.351,100.7932436,0
C9orf91,yes,no,0.380615274,0.269,94.33825,0
TMEM184C,yes,no,0.381302576,0.264,105.7234,0
GFPT2,yes,no,0.38138092,0.146,26.17305918,0
SYNGR1,yes,no,0.381705948,0.37,23.87910149,0
SKI,yes,no,0.382470284,0.146,55.69263081,0
TNFSF12-TNFSF13,yes,no,0.383113217,0.129,0,0
TRIM28,yes,no,0.383333742,0.152,20.85566031,0
AKT2,yes,no,0.38421084,0.129,13.15699196,0
TMEM9B,yes,no,0.384340484,0.152,38.15514878,0
CWF19L2,yes,no,0.384642198,0.148,63.8083857,0
LZTS1,yes,no,0.385305309,0.403,38.89443775,0
RAB39B,yes,no,0.385351245,0.382,46.24008629,0
SH3GL2,yes,no,0.385722848,0.148,107.7392894,0
OR1F1,yes,no,0.386006187,0.273,56.38608177,0
IWS1,yes,no,0.387484164,0.131,42.61064667,0
RAB10,yes,no,0.388364596,0.326,78.17274926,0
XPO7,yes,no,0.388572632,0.132,23.53304437,0
OR52N1,yes,no,0.388960458,0.413,65.38331332,0
SRPK1,yes,no,0.389357774,0.326,141.7169529,0
EFNA2,yes,no,0.390030358,0.342,29.41273006,0
GTF2H5,yes,no,0.390240206,0.126,96.17207563,0
MRPL50,yes,no,0.390349186,0.156,57.15456234,0
NINL,yes,no,0.391094535,0.151,24.27235067,0
ASCC1,yes,no,0.391289567,0.102,24.23360749,0
TXNDC5,yes,no,0.3923194,0.157,53.9912349,0
BLVRB,yes,no,0.392876773,0.134,10.96867116,0
SCAMP1,yes,no,0.393311187,0.335,91.1868716,0
TMTC1,yes,no,0.393379908,0.103,21.16264838,0
CAMK2N2,yes,no,0.393942542,0.134,18.46619688,0
TRIM8,yes,no,0.394279818,0.136,45.05485889,0
KPNA1,yes,no,0.394302273,0.28,110.7461668,0
ECM2,yes,no,0.395293866,0.162,37.4830702,1
DFNA5,yes,no,0.395339662,0.155,66.89354803,0
LPIN1,yes,no,0.39545601,0.1039,27.82082582,0
TSTD2,yes,no,0.39628785,0.163,41.10400111,0
AK5,yes,no,0.396398303,0.156,82.47387059,0
ADAL,yes,no,0.397121428,0.226,133.6783901,0
CBLB,yes,no,0.397291435,0.322,98.02706103,0
KIAA0430,yes,no,0.397535243,0.24,22.37465232,0
ACADL,yes,no,0.398172013,0.136,17.02635081,0
C5orf43,yes,no,0.398302401,0.296,72.02758303,0
ACCN2,yes,no,0.399309429,0.539,57.44836961,0
SLC25A32,yes,no,0.39954584,0.157,24.82692664,0
EPB41L1,yes,no,0.399599466,0.283,60.44596104,0
DCAF16,yes,no,0.400264953,0.137,23.16170645,0
LRIG1,yes,no,0.400311312,0.244,10.31200056,0
WNK3,yes,no,0.400623013,0.218,119.6783874,0
TKT,yes,no,0.401622564,0.335,94.15596336,0
FARSA,yes,no,0.402305774,0.197,17.04128564,0
KLHL9,yes,no,0.402339342,0.23,175.9582284,0
MTDH,yes,no,0.402652614,0.131,129.6245497,0
CHRDL1,yes,no,0.403665868,0.107,2.155748046,0
ZNF585B,yes,no,0.403682117,0.159,16.47909199,0
SATB1,yes,no,0.404711201,0.162,64.44213053,0
SCRT2,yes,no,0.405419336,0.139,39.81103656,0
SF3B1,yes,no,0.405737887,0.241,130.3742772,0
MRPS21,yes,no,0.406258615,0.306,57.79341233,0
GNAL,yes,no,0.406677073,0.108,42.19780255,0
RAB40B,yes,no,0.40676364,0.162,38.919157,0
MTX2,yes,no,0.407246464,0.177,31.59717053,0
MTNR1A,yes,no,0.407668063,0.108,10.71433913,0
GMPR2,yes,no,0.407786859,0.346,55.98941128,0
NSUN7,yes,no,0.408229067,0.27,25.04860931,0
VTA1,yes,no,0.409208632,0.309,89.19328169,0
ZNF567,yes,no,0.409455371,0.233,118.0140812,0
ANKRD13B,yes,no,0.409826225,0.144,59.154274,0
NUP98,yes,no,0.410186682,0.361,80.79054422,0
LSAMP,yes,no,0.410451315,0.14,10.37416287,0
FOXJ2,yes,no,0.410611889,0.109,11.0334567,0
MYNN,yes,no,0.410846136,0.205,158.8162964,0
CREB3L2,yes,no,0.411160073,0.179,29.90635351,0
SYT1,yes,no,0.411585491,0.109,27.68982132,0
SPIN1,yes,no,0.41186196,0.33,45.88755338,0
DCK,yes,no,0.412128934,0.761,150.0250865,0
STT3B,yes,no,0.412879524,0.17,166.5128779,0
C5orf51,yes,no,0.413095207,0.0581,99.37783827,0
MYO5A,yes,no,0.414059562,0.151,53.04011469,0
MINPP1,yes,no,0.414381012,0.141,13.37812257,0
FLI1,yes,no,0.414484866,0.11,18.58700209,0
TOMM22,yes,no,0.414902485,0.36,85.87615391,0
GLT1D1,yes,no,0.415359858,0.275,58.5542485,0
FBXL3,yes,no,0.415448685,0.111,25.46040432,0
RCAN3,yes,no,0.415910742,0.17,23.55382894,0
NFATC3,yes,no,0.416922515,0.258,149.8943833,0
PIAS4,yes,no,0.417310924,0.144,10.69734818,0
PHF23,yes,no,0.417914746,0.187,43.26155709,0
MLC1,yes,no,0.418879838,0.269,22.71465798,0
VSNL1,yes,no,0.419245896,0.319,163.8320076,0
DPY30,yes,no,0.419840678,0.312,74.14189041,0
SMARCAD1,yes,no,0.419947156,0.262,123.878593,0
STK17A,yes,no,0.420228822,0.311,135.8258985,0
H2AFZ,yes,no,0.420796223,0.312,48.94532732,0
CALCOCO1,yes,no,0.42118334,0.235,102.7510299,0
CACNG7,yes,no,0.421747015,0.297,37.99870582,0
KIF2C,yes,no,0.422120508,0.109,42.41778444,0
TAS2R31,yes,no,0.422139677,0.116,55.8254232,0
RAPGEF4,yes,no,0.42269323,0.288,40.74891441,0
WNK1,yes,no,0.422941763,0.155,63.97373711,0
QDPR,yes,no,0.423090236,0.116,22.6616005,0
AHDC1,yes,no,0.423640278,0.3,68.07554555,0
USP1,yes,no,0.423932069,0.265,128.6254888,0
OR2L8,yes,no,0.424585859,0.192,24.85213418,0
PDE10A,yes,no,0.424917438,0.177,96.75486315,0
SNAP25,yes,no,0.424976297,0.238,64.37380714,0
FYTTD1,yes,no,0.42588837,0.256,107.1372157,0
LRRC49,yes,no,0.425898126,0.219,139.2970641,0
TMSB15A,yes,no,0.426463816,0.318,32.60604287,0
DIAPH2,yes,no,0.427396338,0.0874,52.50764756,0
SLC24A2,yes,no,0.427867511,0.183,54.47759473,0
C1S,yes,no,0.428324886,0.193,23.06748056,0
GPM6A,yes,no,0.428690939,0.149,16.08620962,0
CDC73,yes,no,0.428847,0.224,122.1687007,0
C14orf2,yes,no,0.429248893,0.319,51.06945271,0
PRPS1,yes,no,0.429621448,0.331,97.94838037,0
HSD17B13,yes,no,0.430170737,0.194,21.87902296,0
TAF4,yes,no,0.431088115,0.305,61.76046145,0
RPH3A,yes,no,0.431483895,0.111,67.08821046,0
PGBD5,yes,no,0.431779446,0.185,45.3028788,0
BSN,yes,no,0.43200902,0.735240526,81.212127,0
MYL9,yes,no,0.432397633,0.128,25.00581269,0
DOCK3,yes,no,0.432756407,0.564,104.7594976,0
TSSC1,yes,no,0.433728994,0.231,76.83069132,0
CIC,yes,no,0.433838626,0.31,65.56967647,0
NR3C1,yes,no,0.434216072,0.129,33.52524344,0
PRKX,yes,no,0.434231056,0.152,29.72421974,0
PSMD11,yes,no,0.43474849,0.46,39.89313043,0
PRRX1,yes,no,0.435119383,0.129,36.50527063,0
HERC1,yes,no,0.435655247,0.19849991,7.106012207,0
TENC1,yes,no,0.435659096,0.248,69.02591461,0
ATP2A2,yes,no,0.436017691,0.12,13.11010992,0
PSEN1,yes,no,0.436045324,0.254,87.36341676,0
SSR4,yes,no,0.436557861,0.328,43.61607982,0
ZNF644,yes,no,0.436618466,0.232,96.37319387,0
COL4A1,yes,no,0.437456626,0.199,9.996808794,0
INPP5E,yes,no,0.43757307,0.43,25.87821483,0
TNRC6C,yes,no,0.438352018,0.954,91.18126118,0
WASF3,yes,no,0.438525746,0.191,92.86031276,0
MRPL2,yes,no,0.438761527,0.155,53.9021307,0
AQP4,yes,no,0.439245928,0.305,21.22545001,0
ZRANB2,yes,no,0.439476004,0.25,56.57383525,0
SCAI,yes,no,0.439572431,0.121,22.35773402,0
NEURL,yes,no,0.439657326,0.155,26.05544997,0
NDUFAB1,yes,no,0.440135334,0.331,38.59977967,0
SYS1,yes,no,0.440423183,0.407,109.4121544,0
PLA2G4A,yes,no,0.44055282,0.186,42.61841682,0
RCHY1,yes,no,0.441021335,0.419,46.06576194,0
FLVCR2,yes,no,0.441328975,0.131,23.8685282,0
FBXO18,yes,no,0.441908642,0.203,20.04412332,0
KDM3A,yes,no,0.442203492,0.331,98.80120149,0
PLEKHA7,yes,no,0.442305245,0.191,24.85690452,0
CAB39L,yes,no,0.442792087,0.409,77.08325155,0
EPB49,yes,no,0.443231029,0.0839,74.97909374,0
MOGAT1,yes,no,0.443242729,0.192,32.35648085,0
ALDH18A1,yes,no,0.443672437,0.41,112.0120393,0
TAS2R20,yes,no,0.443958598,0.125,57.3656309,0
GOLGA5,yes,no,0.444175173,0.192,40.56056135,0
ZMYM6,yes,no,0.444548939,0.204,89.08968849,0
CNOT2,yes,no,0.445001357,0.319,20.62087973,0
FAM83D,yes,no,0.445104837,0.189,38.12808724,0
TFG,yes,no,0.445423767,0.205,66.60798706,0
C12orf23,yes,no,0.445723146,0.259,108.9983962,0
TNFAIP2,yes,no,0.445881736,0.0845,33.48789518,0
FAM65B,yes,no,0.446029806,0.195,96.77484764,0
SV2B,yes,no,0.446296032,0.0935,108.0101636,0
SECISBP2,yes,no,0.446760735,0.322,30.85656167,0
RBBP4,yes,no,0.447167192,0.0672,55.5874508,0
KIF1A,yes,no,0.447470449,0.344,90.54073684,0
RBM26,yes,no,0.447866021,0.193,52.23467454,0
LTBR,yes,no,0.448341859,0.128,16.66063601,0
PDE5A,yes,no,0.449208428,0.128,7.154510231,0
SMO,yes,no,0.449376947,0.302,22.23345047,0
KPNA4,yes,no,0.449760984,0.361,118.1090958,0
FOXC1,yes,no,0.450071947,0.138,24.11979227,0
TAX1BP3,yes,no,0.450242414,0.162,21.30122909,0
FAM175A,yes,no,0.45059733,0.197,175.1259268,0
FMOD,yes,no,0.450930694,0.138,32.36171312,0
DDX55,yes,no,0.451500114,0.195,33.98253552,0
BTF3,yes,no,0.45178793,0.129,8.486777143,0
IQCE,yes,no,0.453192252,0.831,62.28144369,0
EIF3M,yes,no,0.453312047,0.2,15.326519,0
KCNMA1,yes,no,0.454049894,0.215,41.95489622,0
RPN1,yes,no,0.454215684,0.25,120.2684868,0
VCPIP1,yes,no,0.454346094,0.267,81.11793772,0
KIAA0586,yes,no,0.454517931,0.313,64.45994129,0
JUN,yes,no,0.454906492,0.414,38.46755771,0
LRP1,yes,no,0.455115831,0.200476213,24.49320668,0
ATP5C1,yes,no,0.455194309,0.131,22.30071541,0
MCF2L,yes,no,0.455759269,0.908,42.89779752,0
AKAP12,yes,no,0.456012093,0.200751606,42.28493071,0
RBMS3,yes,no,0.456038606,0.141,31.97946109,0
PHF16,yes,no,0.456215292,0.333,83.80055005,0
RAB18,yes,no,0.456609795,0.376,100.2879665,0
GTPBP10,yes,no,0.456881577,0.269,139.8391576,0
FARP1,yes,no,0.456906345,0.204,59.80666632,1
SHISA4,yes,no,0.457062394,0.167,29.6720123,0
MAP3K9,yes,no,0.457457889,0.218,38.76696098,0
PGAP3,yes,no,0.457798758,0.205,133.6282053,0
CCT3,yes,no,0.457906346,0.332,80.75184709,0
CDON,yes,no,0.458749238,0.219,92.04742834,0
KRT222,yes,no,0.459146376,0.219,141.1470054,0
ITIH2,yes,no,0.459394751,0.143,36.09387237,0
UFD1L,yes,no,0.45998945,0.236,22.17304608,0
CLDND1,yes,no,0.460830448,0.222,75.92510506,0
WDR67,yes,no,0.461051304,0.36,97.52625355,0
SMG5,yes,no,0.461365323,0.514,54.01886045,0
ZDHHC22,yes,no,0.462087857,0.327,104.0548007,0
SCG5,yes,no,0.462509056,0.224,15.21538665,0
C9orf37,yes,no,0.462919652,0.539,12.23821115,0
HERC2,yes,no,0.463132628,0.209,27.03796103,0
RER1,yes,no,0.463344665,0.225,22.94469643,0
ATP2B2,yes,no,0.463749301,0.224,92.65902607,0
ASTN2,yes,no,0.464011845,0.212,97.26634914,0
CADM1,yes,no,0.464177068,0.431,100.6111308,0
NHLH1,yes,no,0.46457498,0.129,21.63094451,0
CPAMD8,yes,no,0.465150625,0.135,18.31101716,0
MAD2L1,yes,no,0.465396863,0.322,23.14386646,0
ARID4A,yes,no,0.46576074,0.629,139.2021819,0
SEMA4G,yes,no,0.46583639,0.219,42.74598797,0
C11orf87,yes,no,0.465959303,0.135,109.2669668,0
CDH10,yes,no,0.466661176,0.1037,58.9595419,0
SCAMP5,yes,no,0.466763735,0.135,40.75186004,0
GFM1,yes,no,0.46748956,0.399,48.30038862,0
GABBR2,yes,no,0.467496172,0.664,70.97079461,0
HIST1H3B,yes,no,0.468674586,0.327,36.64385821,0
PDK2,yes,no,0.469136686,0.537,27.35803819,0
MGST3,yes,no,0.469164729,0.137,6.809423333,0
ADH5,yes,no,0.469218548,0.212,91.45046717,0
STAG1,yes,no,0.470074165,0.319,62.47066022,0
COMMD10,yes,no,0.470758495,0.138,11.63570361,0
TMCC3,yes,no,0.470770327,0.352,40.17895712,0
PIK3C2B,yes,no,0.470928415,0.213517193,25.68242218,0
CLINT1,yes,no,0.471552134,0.282,148.9271083,0
TXN2,yes,no,0.471583622,0.233,17.24699974,0
WDR77,yes,no,0.471907907,0.352,19.04485544,0
DAB2IP,yes,no,0.472395128,0.234,30.20313149,0
SSR3,yes,no,0.473202797,0.234,64.70307419,0
NEUROD4,yes,no,0.474008789,0.134,47.24479123,0
HIST1H3J,yes,no,0.474302866,0.333,44.40511716,0
SET,yes,no,0.474704247,0.14,7.384887721,0
MADD,yes,no,0.474816724,0.199,23.60754857,0
TMPRSS6,yes,no,0.475158612,0.217,39.56453364,0
RHOBTB2,yes,no,0.475488406,0.381,58.57501467,0
TTC39C,yes,no,0.475621182,0.237,34.98906233,0
SIN3B,yes,no,0.476000744,0.219,22.34756271,0
CYB5R4,yes,no,0.476269865,0.288,142.8891463,0
STIM2,yes,no,0.476422437,0.321,47.4884099,0
BUB1,yes,no,0.477220173,0.136,42.84774406,0
ZBTB5,yes,no,0.477454017,0.3,79.09787748,0
PRPF6,yes,no,0.478235152,0.358,58.61089703,0
PALM2-AKAP2,yes,no,0.478514196,0.223,66.15262921,0
CACNA1B,yes,no,0.47860396,0.531,73.32837734,0
CD248,yes,no,0.478805923,0.239,26.81106787,0
ZNF7,yes,no,0.479348955,0.223,22.83799399,0
HTN1,yes,no,0.479379615,0.324,37.73264808,0
PRKAB1,yes,no,0.479593611,0.239,27.61363595,0
RHOBTB3,yes,no,0.480151525,0.144,87.18695422,0
TMEM95,yes,no,0.480181856,0.224,41.33461135,0
ITGB5,yes,no,0.480379235,0.341,16.15382459,0
MTR,yes,no,0.48056394,0.182,11.35245267,0
GPR45,yes,no,0.481161574,0.24,18.32485484,0
BZW1,yes,no,0.481940856,0.415,94.78222282,0
GNG3,yes,no,0.482102016,0.352,77.89335837,0
GRB14,yes,no,0.48271762,0.46,85.5543529,0
CAMK1D,yes,no,0.482865699,0.133,43.63692214,0
PRICKLE1,yes,no,0.483224296,0.146,44.18758573,0
RUNDC1,yes,no,0.483491108,0.241,37.25606316,0
TSPYL1,yes,no,0.483626483,0.229,58.63027285,0
SNX13,yes,no,0.483987521,0.299,140.7760832,0
LPL,yes,no,0.484263179,0.136,75.47644985,0
COMMD1,yes,no,0.484747427,0.147,8.559974559,0
GRP,yes,no,0.485108893,0.229,78.70366873,0
AZIN1,yes,no,0.485798379,0.243,96.09524109,0
BRWD3,yes,no,0.485919813,0.701,151.6475911,0
HIST1H4I,yes,no,0.486258933,0.326,57.35285821,0
NUP133,yes,no,0.486561548,0.243,33.83874888,0
CNOT7,yes,no,0.486641974,0.307,41.47865047,0
ST18,yes,no,0.486728373,0.23,146.3130801,0
CEP55,yes,no,0.487322356,0.139,37.8040589,0
GPRC5B,yes,no,0.487389865,0.0862,90.59167991,0
SPTBN1,yes,no,0.487533114,0.757,71.50951674,0
SEMA3E,yes,no,0.487759718,0.148,12.86746013,0
CHORDC1,yes,no,0.488081993,0.602,38.65788055,0
C5orf41,yes,no,0.488505906,0.302,101.6360078,0
KIF3C,yes,no,0.488838374,0.798,55.12057569,0
GADL1,yes,no,0.488882189,0.36,36.33685925,0
ZBTB4,yes,no,0.489132694,0.571,62.47512353,0
C12orf51,yes,no,0.489931416,0.23,29.77358173,0
GPX7,yes,no,0.489994666,0.305,97.07599759,0
AP3D1,yes,no,0.490343556,0.802,46.05240661,0
FBXO21,yes,no,0.490365382,0.312,64.62281292,0
SERP1,yes,no,0.490735117,0.305,97.82858885,0
NDUFB11,yes,no,0.491091663,0.246,18.13922249,0
